Y, X, caps_nmmb01, caps_nmmb02, caps_nmmb03, caps_nmmb04, caps_nmmb05, caps_nmmb_rad, core01_arw, core03_arw, core04_arw, core05_arw, core06_arw, core07_arw, core08_arw, core09_arw, core10_arw, s_phys_rad02_arw, s_phys_rad03_arw, s_phys_rad04_arw, s_phys_rad05_arw, s_phys_rad06_arw, s_phys_rad07_arw, s_phys_rad08_arw, s_phys_rad09_arw, s_phys_rad10_arw,,best value,,model1 rmse,,difference,,,,,,,,,, ,
0,17,59.54566229,54.49689776,77.6019589,55.41331983,71.93059911,61.94108844,1.402800862,11.85272582,5.79504309,6.65640683,12.22874003,5.923837008,6.732643418,8.734844823,7.127126876,2.217589638,1.972556062,1.922824375,2.645083155,2.237199919,1.884878356,2.047095993,1.169258146,1.123684453, ,1.123684453,,7.766232416,,-6.642547963,,,,,,,,,,,
0,18,64.77392002,74.41830854,55.2204092,70.70129004,65.97154173,63.85443034,0.315439648,5.717546323,4.67318666,2.04776682,7.606638285,5.868093449,3.700064891,7.511190034,2.535245837,2.097301455,0.918048706,0.833398608,1.047698358,1.487826579,1.7487902,1.24204398,1.419659598,0.19989104, ,0.19989104,,7.650611478,,-7.450720438,,,,,,,,,,,
0,19,60.60674882,58.76250705,56.02491516,58.88480475,64.99606516,59.42666035,0.382944324,3.458386181,7.95814297,0.100609246,2.926312687,8.290613973,0.283947263,7.680897371,8.187095201,1.346833596,0.801314256,0.264656115,0.378932205,1.357718886,0.544323471,0.937010543,3.030606296,1.69580671, ,0.100609246,,13.32340539,,-13.22279615,,,,,,,,,,,
0,20,51.57376524,54.7154955,61.95454545,50.21859194,61.54482305,50.68780398,0.819050545,21.19930019,10.77683533,2.442361432,10.35149851,7.392086602,2.814849804,2.22420301,9.318418666,9.583604633,1.41696754,2.035260609,3.077138778,2.917564036,4.495304059,3.095372977,1.453900718,1.537679043, ,0.819050545,,17.39964394,,-16.58059339,,,,,,,,,,,
0,21,38.86197239,34.25684919,51.29971523,31.67646226,61.60895057,28.63786404,4.452687679,18.62484416,109.1857494,8.075087679,22.96265635,9.834460375,63.58218587,9.601437456,11.53944578,2.792872621,63.57736361,2.152667026,8.386489433,9.140143847,37.83913288,6.764138116,2.796808331,7.219768116, ,2.152667026,,15.70232298,,-13.54965595,,,,,,,,,,,
0,22,193.3540967,250.1733205,335.6245235,376.0238852,282.8247817,280.5440964,429.8396649,255.45337,414.127341,215.0136933,296.5281523,225.5280271,353.6025835,229.204041,92.46313079,81.142501,354.6160208,66.73840021,172.1440611,134.3086164,348.0844755,285.9763976,275.051455,145.6198402, ,66.73840021,,150.9920106,,-84.25361039,,,,,,,,,,,
0,23,381.558262,517.1018771,521.2274271,415.3201821,499.7848523,333.6173411,488.6027698,502.1149437,208.6786789,249.5803283,472.9835037,490.7879066,462.1461363,403.8348208,307.1580991,382.5305025,294.0627349,278.8044519,429.9076754,243.1581042,331.3260781,395.7945915,293.3656979,314.6203717, ,208.6786789,,243.3704714,,-34.69179249,,,,,,,,,,,
0,24,1117.152528,953.3707761,911.9652132,761.410434,661.1684771,635.0884781,485.2086996,857.9481222,315.5527778,621.0108834,581.5348048,829.3645588,403.0915435,1016.822361,423.2508887,536.3598243,479.3093567,586.5747403,398.7574451,282.6748388,805.3791654,434.4471163,517.2315729,474.1830597, ,282.6748388,,173.0080091,,109.6668297,,,,,,,,,,,
0,25,804.9919604,1185.328716,659.1436663,923.1365969,850.8133834,845.212708,761.5563704,1801.029248,315.2271811,299.1556173,600.6863482,702.9199468,203.3341785,1194.416876,165.6719045,1205.627235,372.7069895,270.2521826,1092.775393,280.1527857,856.5558021,242.4997294,601.3758818,187.7764979, ,165.6719045,,180.6681258,,-14.9962214,,,,,,,,,,,
0,26,1179.935407,826.5012787,910.6142142,1275.963257,1105.307738,762.4268922,637.7882094,1040.379618,297.9729389,235.6339491,449.8129871,554.7954798,175.7233964,611.6709508,377.9424882,764.5870156,190.2760435,206.020559,392.166649,373.4296304,621.0516565,188.6736478,630.5934301,276.2487852, ,175.7233964,,254.3803515,,-78.65695511,,,,,,,,,,,
0,27,1168.961779,1006.827132,1463.2925,1788.810682,1002.926385,1376.437842,745.8426107,507.5502921,256.7303867,362.5557801,153.794876,431.6616267,503.9772252,1161.465028,288.3011157,284.3119611,301.291812,352.1063859,505.7361239,926.7738794,373.9557831,397.7897931,628.543826,469.9181844, ,153.794876,,544.6553792,,-390.8605032,,,,,,,,,,,
0,28,2510.32155,1361.867944,1541.894769,1841.208152,1766.374819,2430.575097,1307.612433,818.2808512,490.8923573,1320.687451,614.042411,755.6004977,527.3403315,923.9912625,332.7779373,736.0676181,729.0489238,1437.03446,1004.648248,1969.745451,917.8385594,626.5474653,700.0109626,262.9014357, ,262.9014357,,1379.089911,,-1116.188475,,,,,,,,,,,
0,29,2264.131275,1642.30955,1145.637085,1702.153535,1619.248145,1172.652075,840.8992277,577.3211785,430.2658899,987.2105916,1268.823732,730.4277244,988.2227594,1024.24395,409.1674345,1053.497278,679.383415,1027.980433,1345.248124,1924.619711,891.2854739,916.7394964,837.6402228,397.9749521, ,397.9749521,,1182.852601,,-784.877649,,,,,,,,,,,
0,30,2313.595339,2232.047311,1825.720521,1654.050999,2489.926895,2056.985989,959.5047601,1109.795343,812.568226,1152.787956,1867.529295,756.3959146,1293.611915,1214.507776,1227.452647,1287.619675,1286.318016,1109.235719,1388.103512,1793.722292,718.3914449,1018.81516,1192.977487,1112.613244, ,718.3914449,,1384.559713,,-666.1682686,,,,,,,,,,,
0,31,2926.481102,1296.082565,1523.700675,1070.905764,2585.861827,1785.704211,1179.439576,1610.969943,1418.672619,1916.923384,2113.494368,762.3451537,999.8911652,1020.930245,2135.77468,1465.778787,1676.928537,2385.737696,1603.265432,2750.268448,1122.54223,1291.142378,1104.317799,1678.72922, ,762.3451537,,1097.22304,,-334.8778865,,,,,,,,,,,
0,32,1945.486974,892.7082725,2718.643164,831.4023302,1617.249303,1494.480841,918.4952542,1720.926137,1572.961457,1271.177269,1693.653402,778.3750011,1075.389335,737.8801099,1892.057127,1433.665208,1746.823501,1229.58025,1264.046164,1760.442458,1013.089541,1831.253997,765.2190523,1141.27349, ,737.8801099,,794.1522104,,-56.27210052,,,,,,,,,,,
0,33,1690.113121,957.166251,1422.97882,834.727463,3160.626029,822.0597263,974.177365,2123.148565,598.8842403,717.961821,3116.843259,557.0462778,792.2932711,722.4023945,1590.147739,1759.39832,581.940551,807.8484164,1627.880383,767.8334568,665.8383957,909.0404905,991.7808898,1046.034393, ,557.0462778,,516.0451208,,41.00115698,,,,,,,,,,,
0,34,2814.513977,1088.860873,1292.725736,1053.876404,1691.541464,1062.824188,926.6004251,4218.502236,758.5826922,1037.390938,4942.819788,1021.250292,1176.21033,1187.278816,1291.638308,3160.066063,674.1455881,1192.635337,3443.378942,969.8584344,1203.183824,765.952812,1307.021589,1262.177642, ,674.1455881,,1018.291838,,-344.1462496,,,,,,,,,,,
0,35,2265.278138,988.2938633,728.7266291,657.3731131,778.9235277,681.4538255,895.8460459,3821.842255,501.5823037,654.5616386,2189.245819,868.0006373,788.0923622,819.2406891,823.9960101,4789.658395,641.3026813,845.3650458,2409.698612,830.9562555,1150.082896,882.9167397,865.2273276,877.3117341, ,501.5823037,,1822.823524,,-1321.24122,,,,,,,,,,,
0,36,2379.212157,1273.21793,212.5574502,519.816458,729.6469632,206.1244893,286.2191408,2721.965353,227.7365409,230.5135917,629.0964819,1488.222957,246.557732,318.4882152,271.7734406,4464.799471,298.8783341,284.9787419,1667.036783,687.3717615,1015.870962,306.6988208,283.0786645,281.5414768, ,206.1244893,,910.0791932,,-703.9547039,,,,,,,,,,,
0,37,1133.414444,568.2936154,177.6707156,261.7280385,1051.232814,216.0846936,244.3556558,1641.488349,513.1431142,255.8607687,177.8458876,429.1228414,212.7672318,314.8975273,578.7724732,3899.433474,433.5658534,276.3615771,1304.428014,455.4790735,317.8804407,251.394282,234.8287838,239.452979, ,177.6707156,,64.42136382,,113.2493518,,,,,,,,,,,
0,38,298.3699682,163.7885283,315.7304837,308.2292134,287.0573257,281.881676,560.1435663,1111.657147,219.127258,194.3290154,41.9846137,135.1985882,54.28281763,139.5318822,282.4893415,2214.177306,160.3271091,164.6976317,44.776777,170.8129093,158.3373168,24.05498225,58.1201769,20.26604209, ,20.26604209,,36.93430722,,-16.66826513,,,,,,,,,,,
0,39,34.40512279,449.4153926,71.25932934,355.1618069,79.05232725,151.8108237,164.1177849,1886.903984,10.79912562,124.4173526,31.62477897,90.50038204,8.329105935,445.1319327,12.31082752,1118.66285,17.16329126,82.90683092,19.16413679,5.754752292,110.3472443,7.853000372,95.87430497,7.185723183, ,5.754752292,,10.90275693,,-5.148004636,,,,,,,,,,,
0,40,62.56472249,154.9796641,58.09262808,172.466799,74.50285229,781.2778909,263.306479,2190.737674,26.46031048,273.6297488,358.0422112,76.39365922,5.169182454,281.3354554,20.28942009,2146.116255,23.83305149,128.6372134,432.52174,1.906466428,50.92905041,6.668044937,158.435157,8.474222267, ,1.906466428,,6.402109482,,-4.495643054,,,,,,,,,,,
0,41,133.9243207,105.9417489,85.81579473,56.17579327,81.26729199,449.9519857,378.3913919,1534.930477,141.2565964,66.03785807,718.4503661,327.006166,13.92509395,110.8573717,34.40920706,2351.143059,79.32637243,38.25783027,275.5009169,2.70366215,129.8400402,9.059863646,102.9879407,23.90709004, ,2.70366215,,9.881549031,,-7.177886881,,,,,,,,,,,
0,42,180.8952985,86.99063048,76.79910333,192.5305686,153.2740698,130.3058256,464.4167525,1891.909391,151.5256014,28.30691663,62.49465418,253.1660994,9.437623159,171.4557622,105.926419,1158.083279,164.5396137,18.80613686,15.71276135,0.863437486,183.1069377,7.707747054,211.204115,46.17126525, ,0.863437486,,6.971255939,,-6.107818453,,,,,,,,,,,
0,43,376.1497995,125.0276761,153.2018821,316.3316347,220.1887286,133.0062992,916.1270753,385.9750755,98.32932886,8.388450832,48.5450699,244.5141762,3.215056538,321.1397537,325.5912315,169.1574038,62.56625749,7.479845502,50.36338595,0.392066089,108.6282241,0.721630728,171.5119927,70.77497187, ,0.392066089,,15.15967262,,-14.76760653,,,,,,,,,,,
0,44,327.9956693,234.172239,112.5844387,263.5260898,104.6754705,196.053121,1128.24668,500.2210832,59.45553475,140.70276,14.3410953,218.2455271,77.02623336,110.2032661,463.2736424,36.1745531,25.55984476,117.9485616,7.802585995,8.749258962,81.30032096,4.434701669,457.6052884,88.37107541, ,4.434701669,,10.2047751,,-5.770073434,,,,,,,,,,,
0,45,68.24433844,136.6171512,79.67141799,245.1578794,145.4730935,174.7729342,933.6641081,286.6417967,73.55583551,397.7489511,24.48275673,657.7700915,24.13288528,294.2839867,133.2798438,42.71892705,87.68126314,334.7436312,9.659528594,16.92592275,746.818742,11.23330745,239.4790094,9.191032029, ,9.191032029,,12.918909,,-3.727876967,,,,,,,,,,,
0,46,90.83858989,298.1224847,136.938184,629.9606434,136.7381049,347.0282268,567.0793044,242.8054225,59.69459279,516.8204648,20.32959311,749.3659884,34.13463423,964.8471602,148.6557522,79.32477892,75.40530475,186.5648067,7.691225233,10.93355832,739.2371443,28.32639468,868.2351428,13.32388628, ,7.691225233,,10.1649466,,-2.473721364,,,,,,,,,,,
0,47,180.6961606,640.5120719,193.5233497,1426.243671,154.8580385,351.1303,333.07061,518.6681465,175.7931665,220.867379,55.77691563,510.6741127,175.314004,1730.034816,141.0624644,269.6962773,207.2293703,215.6506678,22.49487789,4.399565404,346.8067148,67.09252007,396.6197138,34.02658306, ,4.399565404,,7.717904801,,-3.318339398,,,,,,,,,,,
0,48,279.3052874,568.3328237,164.4769171,536.1822091,153.8704232,180.9165957,260.934949,869.9422226,242.3364511,157.7241738,67.04658478,794.8517571,114.9602853,705.3861645,285.7818392,579.7197175,130.5940274,96.64687882,25.20894972,3.596065321,417.8705142,71.11309215,86.74965429,83.42340475, ,3.596065321,,31.74756194,,-28.15149662,,,,,,,,,,,
0,49,128.6529707,1031.681405,351.8362967,751.4471053,280.0284937,85.37405441,28.66323099,1187.658601,733.8231296,420.8158742,28.79186294,1250.607398,219.1824582,213.8440745,413.6279168,513.4198103,310.0956186,351.9147437,11.3071868,6.145033272,550.7288649,116.1222416,407.105488,222.8692778, ,6.145033272,,35.53310516,,-29.38807189,,,,,,,,,,,
0,50,327.0347143,1020.250982,830.6014854,1091.426127,669.8218584,230.8862119,354.7400104,1207.856908,651.18761,619.2749177,271.5317661,378.6313542,755.8116804,600.0505312,546.3374508,700.7790246,682.1008889,1137.741143,426.2260529,369.8447873,324.8590437,392.7012426,908.0284577,401.15523, ,230.8862119,,185.9923814,,44.8938305,,,,,,,,,,,
0,51,477.9214466,648.0900059,1112.07194,831.8059469,510.3846627,539.7638221,461.6336237,897.1183147,537.716385,727.2294565,399.7902267,489.538996,792.2495679,1062.28221,418.4612365,640.4490794,573.6474012,1022.007978,389.9856332,509.5297314,565.5682416,460.5922973,752.091517,395.7422269, ,389.9856332,,385.3789887,,4.606644544,,,,,,,,,,,
0,52,241.5333269,525.4042683,472.2574201,704.7320241,420.3781744,753.2057493,653.9456099,424.3988791,497.7544442,486.7607215,404.6049514,456.435728,415.9011954,696.3754885,414.1231146,458.950584,517.8789839,858.8633348,419.7963792,449.7189721,538.1324359,489.3568452,642.5105954,362.7208549, ,241.5333269,,274.9076647,,-33.37433786,,,,,,,,,,,
0,53,1059.849754,1064.520744,1071.634724,1445.323399,1031.36431,1107.837026,1482.780448,1452.899194,1153.247417,1408.201085,1738.222425,1150.719288,1401.118954,1469.331738,1431.500955,1393.501152,1409.626064,1462.974332,1760.384399,1760.37129,1418.272409,1499.041126,1565.073441,1496.373641, ,1031.36431,,192.7128246,,838.651485,,,,,,,,,,,
0,54,790.3299777,838.9064517,800.2085626,940.3916223,808.4796214,862.0689663,1097.407855,1086.669641,961.6178135,1122.121681,1288.651935,940.2840106,1021.456159,1006.392265,1072.717157,1032.202294,1194.1291,1118.932804,1354.679453,1354.781396,1138.147531,1069.316695,1016.202342,1073.124135, ,790.3299777,,130.3346207,,659.995357,,,,,,,,,,,
0,55,892.4298341,1022.444098,894.8357821,1017.045558,864.0026882,1157.866945,1235.076612,1223.27408,1353.435276,1145.628163,1397.583691,1019.949342,1098.700083,1321.064258,1092.799854,1151.268302,1487.684156,1203.848964,1350.876154,1405.97509,1187.471124,1097.467355,1113.905093,1124.404418, ,864.0026882,,358.0290089,,505.9736793,,,,,,,,,,,
0,56,639.633146,781.3231127,699.152412,784.9526388,619.5240889,1154.827911,1070.268175,902.3074477,657.441269,739.9339141,878.1360821,706.8779218,855.7092029,1073.372111,900.6477201,735.434136,837.4684216,774.319264,851.6587736,915.2078254,807.8385288,792.0818652,846.2649546,908.9887758, ,619.5240889,,246.1495226,,373.3745663,,,,,,,,,,,
0,57,533.1650982,1249.077721,883.0240154,1250.149478,1003.251764,1822.681557,1163.883479,1697.283391,653.2290526,959.6986534,586.2251374,827.6180807,668.3427425,1074.964829,629.6439831,869.649817,748.9529024,806.0188344,597.3167479,573.3380329,856.0449584,591.6821843,837.6018245,601.2134628, ,533.1650982,,107.7699469,,425.3951512,,,,,,,,,,,
0,58,989.372567,1246.426294,944.5947022,1710.620521,994.134769,2296.049147,1226.066352,1738.742268,856.4084653,900.2540046,368.3597614,944.1254551,719.044054,1284.298437,551.0796164,1120.790773,959.739219,959.7317756,719.1024167,923.6463248,983.2078287,716.2210791,1062.614296,527.5146128, ,368.3597614,,210.7928387,,157.5669227,,,,,,,,,,,
0,59,1694.774983,1472.895077,1838.545373,2023.687599,1826.243549,2373.482375,1578.991536,1783.06656,977.9135308,1059.003088,114.8639501,813.1974037,696.1823232,1438.97445,601.7967301,1352.744491,898.8558414,854.5163134,967.0109732,781.9751701,864.7079868,681.2770753,1098.935388,611.3790064, ,114.8639501,,380.8752719,,-266.0113217,,,,,,,,,,,
0,60,1159.474311,1475.198929,1124.207711,1816.760261,1303.883196,1707.948547,1011.803782,2443.069512,988.434265,1612.654341,455.1167825,620.310993,976.674413,1382.118222,799.2838242,1226.039522,992.2927995,1164.332071,355.7442409,542.5268251,675.6113939,927.1515899,1072.043917,893.0669863, ,355.7442409,,921.8132329,,-566.068992,,,,,,,,,,,
0,61,1163.853594,1776.597564,1315.154697,1809.693188,1364.30052,1879.72006,1099.307495,4477.010777,1253.150669,2131.910594,1073.560747,848.479518,1120.94886,1133.03052,1224.721061,2652.396171,1071.118217,1764.085942,438.7020629,618.1486384,785.979456,1050.605562,819.151768,1237.369324, ,438.7020629,,1069.618043,,-630.9159804,,,,,,,,,,,
0,62,2614.969401,2928.670016,2650.283004,2405.102724,2552.572748,2646.791534,1980.520359,4088.776345,2447.609119,2742.205125,2984.020501,1846.06063,1956.347714,1877.586554,2192.204857,3332.352625,2468.511073,2291.472333,1946.169278,1751.4684,1773.665657,1788.67156,1496.794352,2124.836474, ,1496.794352,,1135.790826,,361.0035266,,,,,,,,,,,
0,63,1928.205954,2262.824516,1689.641771,2308.072637,1855.012859,3109.475672,2343.051925,3084.129411,1931.577464,1928.085961,907.3273941,1316.536783,1167.227184,2064.297185,1158.737646,2142.322571,1513.0976,1576.795984,586.6502064,561.4336911,1310.200402,857.3374271,1422.754741,1229.480639, ,561.4336911,,931.8074193,,-370.3737282,,,,,,,,,,,
0,64,2234.887124,2764.545822,1975.561316,2334.237496,2420.994837,3089.508708,2154.69441,2575.640032,1831.237126,1968.767508,1580.228728,1721.267861,1050.461293,1891.796509,1348.090911,1802.927165,1735.290342,1759.141483,1157.922701,1227.618041,1534.924754,1132.36393,1217.348765,1412.726974, ,1050.461293,,728.3902571,,322.0710358,,,,,,,,,,,
0,65,2266.014752,2148.59465,1264.007731,2107.277295,1251.081909,2111.446464,1777.59473,2458.049532,1366.315211,2003.335766,3094.281853,1264.406716,802.1648117,2460.744037,716.235882,1607.378138,1226.606436,1688.675257,1308.620998,1370.459143,1204.402075,640.4814939,1876.528157,700.2602075, ,640.4814939,,694.182973,,-53.70147912,,,,,,,,,,,
0,66,515.1091803,607.8214666,535.8719916,766.4100768,279.7659477,950.816688,465.361066,1204.449636,1133.178604,512.1919283,722.472568,562.9144061,196.1217082,1460.695805,144.2779695,779.4298055,1080.200256,438.7797909,183.4445059,163.8050671,599.3545246,171.6344576,1033.032523,175.7738616, ,144.2779695,,134.5492397,,9.728729737,,,,,,,,,,,
1,0,98.37702716,99.6583333,114.154378,91.25064049,147.7202567,102.8967837,10.9808652,30.63733888,3.460355105,7.638963265,10.37026804,1.718041994,26.82218146,9.574701399,18.16714785,29.1514533,16.2816806,6.147128561,14.60476065,2.171877468,5.385914287,22.38944709,5.984826977,31.61520413, ,1.718041994,,9.061262038,,-7.343220044,,,,,,,,,,,
1,1,108.4790217,116.2569583,117.8158403,102.4937601,135.0361339,114.9429082,7.386306156,21.32684271,2.708583359,9.162095798,12.67285869,2.152486405,20.99886231,7.805541544,16.88526219,28.31919297,8.530153472,6.996928902,8.124174848,2.927367021,5.641356821,18.25776459,4.726136692,21.39459646, ,2.152486405,,8.272783605,,-6.1202972,,,,,,,,,,,
1,2,106.7178783,103.2868433,134.0483079,97.66087474,128.4466918,106.4629947,8.913977916,17.21484766,2.891182647,7.65755335,11.4186106,2.479751034,22.81372612,15.27424467,5.111029878,13.37387167,13.24191614,6.079104947,9.460871361,4.742494015,6.117261916,21.7859108,8.264167016,9.176477941, ,2.479751034,,7.913635744,,-5.433884711,,,,,,,,,,,
1,3,103.0438973,96.52459355,108.8891264,92.42007194,110.7457545,105.1291509,10.60510587,14.29833619,2.313134374,8.031487759,11.53165907,2.506581607,9.032108563,21.65231184,3.576613842,14.33530584,8.033550351,5.907708557,17.11874886,2.905363923,6.73640073,7.672676949,15.08702816,5.268129356, ,2.313134374,,7.409562704,,-5.09642833,,,,,,,,,,,
1,4,89.60683154,90.35067461,100.7835414,91.91373385,99.44089503,84.34690725,4.585331281,13.68463404,2.113247869,3.864884285,11.23660669,1.785333852,6.092728083,6.658916616,2.549006853,13.04485743,4.933041588,4.134946343,9.117473641,2.481159247,5.339390933,6.709367509,3.734798707,5.277864057, ,1.785333852,,7.069705027,,-5.284371175,,,,,,,,,,,
1,5,88.25073114,83.87435894,93.82684505,79.44244003,88.56813122,87.98498472,3.672547775,6.840604117,2.339359387,4.049316364,7.02394409,2.389996191,5.157079872,5.740416631,1.896438481,7.640267608,6.513923906,3.839606881,6.104527477,3.65856011,3.828259337,7.445569208,3.252664034,3.814906471, ,1.896438481,,6.968557312,,-5.072118831,,,,,,,,,,,
1,6,100.651037,100.066273,118.7673577,96.30085237,116.4232697,105.6196262,3.460513159,7.587069087,2.29296928,5.500199249,10.80920207,3.052542429,5.998484201,30.66261452,2.018234848,9.037895351,5.523486664,5.15517742,10.79260092,3.048622447,3.139880769,8.818393614,5.612797886,4.080419214, ,2.018234848,,6.49686642,,-4.478631572,,,,,,,,,,,
